value,type,context,source,date
82[.]166[.]160[.]26,ip,Imperial Kitten operational IP (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
64[.]176[.]165[.]229,ip,Imperial Kitten operational IP (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
193[.]182[.]144[.]52,ip,Imperial Kitten operational IP (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
64[.]176[.]171[.]141,ip,Imperial Kitten operational IP (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
217[.]195[.]153[.]114,ip,Imperial Kitten operational IP (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
cdn[.]jguery[.]org,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
cdn-analytics[.]co,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
jquery-cdn[.]online,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
jquery-stack[.]online,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
cdnpakage[.]com,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
fastanalizer[.]live,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
fastanalytics[.]live,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
hotjar[.]info,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
jquery-code-download[.]online,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
analytics-service[.]cloud,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
analytics-service[.]online,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
prostatistics[.]live,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
blackcrocodile[.]online,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
updatenewnet[.]com,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
link[.]mymana[.]ir,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
update-platform-check[.]online,domain,Imperial Kitten C2/masquerading domain (defanged),https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
b588058e831d3a8a6c5983b30fc8d8aa5a711b5dfe9a7e816fe0307567073aed,hash,Imperial Kitten sample hash,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
cc7120942edde86e480a961fceff66783e71958684ad1307ffbe0e97070fd4fd,hash,Imperial Kitten sample hash,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
989373f2d295ba1b8750fee7cdc54820aa0cb42321cec269271f0020fa5ea006,hash,Imperial Kitten sample hash,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
fa54988c11aa1109ff64a2ab7a7e0eeec8e4635e96f6c30950f4fbdcd2bba336,hash,Imperial Kitten sample hash,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
5c945a2be61f1f86da618a6225bc9d84f05f2c836b8432415ff5cc13534cfe2e,hash,Imperial Kitten sample hash,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
87ccd1c15adc9ba952a07cd89295e0411b72cd4653b168f9b3f26c7a88d19b91,hash,Imperial Kitten sample hash,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
32c40964f75c3e7b81596d421b5cefd0ac328e01370d0721d7bfac86a2e98827,hash,Imperial Kitten sample hash,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
d3677394cb45b0eb7a7f563d2032088a8a10e12048ad74bae5fd9482f0aead01,hash,Imperial Kitten sample hash,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
1605b2aa6a911debf26b58fd3fa467766e215751377d4f746189566067dd5929,hash,Imperial Kitten sample hash,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
3bba5e32f142ed1c2f9d763765e9395db5e42afe8d0a4a372f1f429118b71446,hash,Imperial Kitten sample hash,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
leviblum@yandex.com,email,Imperial Kitten actor email,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
brodyheywood@yandex.com,email,Imperial Kitten actor email,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
justin.w0od@yandex.com,email,Imperial Kitten actor email,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
n0ah.harrison@yandex.com,email,Imperial Kitten actor email,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
giorgosgreen@yandex.com,email,Imperial Kitten actor email,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
oliv.morris@yandex.com,email,Imperial Kitten actor email,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
harri5on.patricia@yandex.com,email,Imperial Kitten actor email,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
d3nisharris@yandex.com,email,Imperial Kitten actor email,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
hardi.lorel@yandex.com,email,Imperial Kitten actor email,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
itdep@update-platform-check.online,email,Imperial Kitten actor email,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
office@update-platform-check.online,email,Imperial Kitten actor email,https://www.crowdstrike.com/en-us/blog/imperial-kitten-deploys-novel-malware-families/,
